attacker_id,total_events,systems_targeted,targets,address_scope
A0863,125,1,Cowrie,global
A0864,125,1,Cowrie,global
A0865,125,1,Cowrie,global
A0866,125,1,Cowrie,global
A0867,125,1,Cowrie,global
A0868,125,1,Cowrie,global
A0869,125,1,Cowrie,global
A0870,125,1,Cowrie,global
A0871,125,1,Cowrie,global
A0872,125,1,Cowrie,global
A0873,125,1,Cowrie,global
A0874,125,1,Cowrie,global
A0875,125,1,Cowrie,global
A0876,125,1,Cowrie,global
A0877,125,1,Cowrie,global
A0878,125,1,Cowrie,global
A0879,125,1,Cowrie,global
A0880,125,1,Cowrie,global
A0881,125,1,Cowrie,global
A0882,125,1,Cowrie,global
A0883,125,1,Cowrie,global
A0884,125,1,Cowrie,global
A0885,125,1,Cowrie,global
A0886,125,1,Cowrie,global
A0887,125,1,Cowrie,global
A0888,125,1,Cowrie,global
A0889,125,1,Cowrie,global
A0890,125,1,Cowrie,global
A0891,125,1,Cowrie,global
A0892,125,1,Cowrie,global
A0893,125,1,Cowrie,global
A0894,125,1,Cowrie,global
A0895,125,1,Cowrie,global
A0896,125,1,Cowrie,global
A0897,125,1,Cowrie,global
A0898,125,1,Cowrie,global
A0899,125,1,Cowrie,global
A0900,125,1,Cowrie,global
A0901,125,1,Cowrie,global
A0902,125,1,Cowrie,global
A0903,125,1,Cowrie,global
A0904,125,1,Cowrie,global
A0905,125,1,Cowrie,global
A0906,125,1,Cowrie,global
A0907,125,1,Cowrie,global
A0908,125,1,Cowrie,global
A0909,125,1,Cowrie,global
A0910,125,1,Cowrie,global
A0911,125,1,Cowrie,global
A0912,125,1,Cowrie,global
A0913,125,1,Cowrie,global
A0914,125,1,Cowrie,global
A0915,125,1,Cowrie,global
A0916,125,1,Cowrie,global
A0917,125,1,Cowrie,global
A0918,125,1,Cowrie,global
A0919,125,1,Cowrie,global
A0920,125,1,Cowrie,global
A0921,125,1,Cowrie,global
A0922,125,1,Cowrie,global
A0923,125,1,Cowrie,global
A0924,125,1,Cowrie,global
A0925,125,1,Cowrie,global
A0926,125,1,Cowrie,global
A0927,125,1,Cowrie,global
A0928,125,1,Cowrie,global
A0929,125,1,Cowrie,global
A0930,125,1,Cowrie,global
A0931,125,1,Cowrie,global
A0932,125,1,Cowrie,global
A0933,125,1,Cowrie,global
A0934,125,1,Cowrie,global
A0935,125,1,Cowrie,global
A0936,125,1,Cowrie,global
A0937,125,1,Cowrie,global
A0938,125,1,Cowrie,global
A0939,125,1,Cowrie,global
A0940,125,1,Cowrie,global
A0941,125,1,Cowrie,global
A0942,125,1,Cowrie,global
A0943,125,1,Cowrie,global
A0944,125,1,Cowrie,global
A0945,125,1,Cowrie,global
A0946,125,1,Cowrie,global
A0947,125,1,Cowrie,global
A0948,125,1,Cowrie,global
A0949,125,1,Cowrie,global
A0950,125,1,Cowrie,global
A0951,125,1,Cowrie,global
A0952,125,1,Cowrie,global
A0953,125,1,Cowrie,global
A0954,125,1,Cowrie,global
A0955,125,1,Cowrie,global
A0956,125,1,Cowrie,global
A0957,125,1,Cowrie,global
A0958,125,1,Cowrie,global
A0959,125,1,Cowrie,global
A0960,125,1,Cowrie,global
A0961,125,1,Cowrie,global
A0962,125,1,Cowrie,global
A0963,125,1,Cowrie,global
A0964,125,1,Cowrie,global
A0965,125,1,Cowrie,global
A0966,125,1,Cowrie,global
A0967,125,1,Cowrie,global
A0968,125,1,Cowrie,global
A0969,125,1,Cowrie,global
A0970,125,1,Cowrie,global
A0971,125,1,Cowrie,global
A0972,125,1,Cowrie,global
A0973,125,1,Cowrie,global
A0974,125,1,Cowrie,global
A0975,125,1,Cowrie,global
A0976,125,1,Cowrie,global
A0977,125,1,Cowrie,global
A0978,125,1,Cowrie,global
A0979,125,1,Cowrie,global
A0980,125,1,Cowrie,global
A0981,125,1,Cowrie,global
A0982,125,1,Cowrie,global
A0983,125,1,Cowrie,global
A0984,125,1,Cowrie,global
A0985,125,1,Cowrie,global
A0986,125,1,Cowrie,global
A0987,125,1,Cowrie,global
A0988,124,1,Cowrie,global
A0989,124,1,Cowrie,global
A0990,124,1,Cowrie,global
A0991,124,1,Cowrie,global
A0992,124,1,Cowrie,global
A0993,124,1,Cowrie,global
A0994,124,1,Cowrie,global
A0995,124,1,Cowrie,global
A0996,124,1,Cowrie,global
A0997,124,1,Cowrie,global
A0998,124,1,Cowrie,global
A0999,124,1,Cowrie,global
A1000,124,1,Cowrie,global
A1001,124,1,Cowrie,global
A1002,124,1,Cowrie,global
A1003,124,1,Cowrie,global
A1004,124,1,Cowrie,global
A1005,124,1,Cowrie,global
A1006,124,1,Cowrie,global
A1007,124,1,Cowrie,global
A1008,124,1,Cowrie,global
A1009,124,1,Cowrie,global
A1010,124,1,Cowrie,global
A1011,124,1,Cowrie,global
A1012,124,1,Cowrie,global
A1013,124,1,Cowrie,global
A1014,124,1,Cowrie,global
A1015,124,1,Cowrie,global
A1016,124,1,Cowrie,global
A1017,124,1,Cowrie,global
A1018,123,1,Cowrie,global
A1019,123,1,Cowrie,global
A1020,123,1,Cowrie,global
A1021,123,1,Cowrie,global
A1022,123,1,Cowrie,global
A1023,123,1,Cowrie,global
A1024,123,1,Cowrie,global
A1025,123,1,Cowrie,global
A1026,123,1,Cowrie,global
A1027,123,1,Cowrie,global
A1028,123,1,Cowrie,global
A1029,123,1,Cowrie,global
A1030,123,1,Cowrie,global
A1031,123,1,Cowrie,global
A1032,123,1,Cowrie,global
A1033,123,1,Cowrie,global
A1034,123,1,Cowrie,global
A1035,123,1,Cowrie,global
A1036,122,1,Cowrie,global
A1037,122,1,Cowrie,global
A1038,122,1,Cowrie,global
A1039,122,1,Cowrie,global
A1040,122,1,Cowrie,global
A1041,122,1,Cowrie,global
A1042,122,1,Cowrie,global
A1043,122,1,Cowrie,global
A1044,122,1,Cowrie,global
A1045,122,1,Cowrie,global
A1046,122,1,Cowrie,global
A1047,122,1,Cowrie,global
A1048,122,1,Cowrie,global
A1049,122,1,Cowrie,global
A1050,122,1,Cowrie,global
A1051,122,1,Cowrie,global
A1052,122,1,Cowrie,global
A1053,122,1,Cowrie,global
A1054,122,1,Cowrie,global
A1055,122,1,Cowrie,global
A1056,122,1,Cowrie,global
A1057,122,1,Cowrie,global
A1058,122,1,Cowrie,global
A1059,122,1,Cowrie,global
A1060,121,1,Cowrie,global
A1061,121,1,Cowrie,global
A1062,121,1,Cowrie,global
A1063,121,1,Cowrie,global
A1064,121,1,Cowrie,global
A1065,121,1,Cowrie,global
A1066,121,1,Cowrie,global
A1067,121,1,Cowrie,global
A1068,121,1,Cowrie,global
A1069,121,1,Cowrie,global
A1070,121,1,Cowrie,global
A1071,121,1,Cowrie,global
A1072,121,1,Cowrie,global
A1073,121,1,Cowrie,global
A1074,121,1,Cowrie,global
A1075,121,1,Cowrie,global
A1076,121,1,Cowrie,global
A1077,121,1,Cowrie,global
A1078,121,1,Cowrie,global
A1079,121,1,Cowrie,global
A1080,121,1,Cowrie,global
A1081,121,1,Cowrie,global
A1082,121,1,Cowrie,global
A1083,120,1,Cowrie,global
A1084,120,1,Cowrie,global
A1085,120,1,Cowrie,global
A1086,120,1,Cowrie,global
A1087,120,1,Cowrie,global
A1088,120,1,Cowrie,global
A1089,120,1,Cowrie,global
A1090,120,1,Cowrie,global
A1091,120,1,Cowrie,global
A1092,120,1,Cowrie,global
A1093,120,1,Cowrie,global
A1094,120,1,Cowrie,global
A1095,120,1,Cowrie,global
A1096,120,1,Cowrie,global
A1097,120,1,Cowrie,global
A1098,120,1,Cowrie,global
A1099,120,1,Cowrie,global
A1100,120,1,Cowrie,global
A1101,120,1,Cowrie,global
A1102,120,1,Cowrie,global
A1103,120,1,Cowrie,global
A1104,120,1,Cowrie,global
A1105,120,1,Cowrie,global
A1106,120,1,Cowrie,global
A1107,120,1,Cowrie,global
A1108,120,1,Cowrie,global
A1109,120,1,Cowrie,global
A1110,120,1,Cowrie,global
A1111,120,1,Cowrie,global
A1112,120,1,Cowrie,global
A1113,120,1,Cowrie,global
A1114,120,1,Cowrie,global
A1115,119,1,Cowrie,global
A1116,119,1,Cowrie,global
A1117,119,1,Cowrie,global
A1118,119,1,Cowrie,global
A1119,119,1,Cowrie,global
A1120,119,1,Cowrie,global
A1121,119,1,Cowrie,global
A1122,119,1,Cowrie,global
A1123,119,1,Cowrie,global
A1124,119,1,Cowrie,global
A1125,119,1,Cowrie,global
A1126,119,1,Cowrie,global
A1127,119,1,Cowrie,global
A1128,119,1,Cowrie,global
A1129,119,1,Cowrie,global
A1130,119,1,Cowrie,global
A1131,119,1,Cowrie,global
A1132,119,1,Cowrie,global
A1133,119,1,Cowrie,global
A1134,118,1,Cowrie,global
A1135,118,1,Cowrie,global
A1136,118,1,Cowrie,global
A1137,118,1,Cowrie,global
A1138,118,1,Cowrie,global
A1139,118,1,Cowrie,global
A1140,118,1,Cowrie,global
A1141,118,1,Cowrie,global
A1142,118,1,Cowrie,global
A1143,118,1,Cowrie,global
A1144,118,1,Cowrie,global
A1145,118,1,Cowrie,global
A1146,118,1,Cowrie,global
A1147,118,1,Cowrie,global
A1148,118,1,Cowrie,global
A1149,117,1,Cowrie,global
A1150,117,1,Cowrie,global
A1151,117,1,Cowrie,global
A1152,117,1,Cowrie,global
A1153,117,1,Cowrie,global
A1154,117,1,Cowrie,global
A1155,117,1,Cowrie,global
A1156,117,1,Cowrie,global
A1157,117,1,Cowrie,global
A1158,117,1,Cowrie,global
A1159,117,1,Cowrie,global
A1160,117,1,Cowrie,global
A1161,117,1,Cowrie,global
A1162,117,1,Cowrie,global
A1163,116,1,Cowrie,global
A1164,116,1,Cowrie,global
A1165,116,1,Cowrie,global
A1166,116,1,Cowrie,global
A1167,116,1,Cowrie,global
A1168,116,1,Cowrie,global
A1169,116,1,Cowrie,global
A1170,116,1,Cowrie,global
A1171,116,1,Cowrie,global
A1172,116,1,Cowrie,global
A1173,116,1,Cowrie,global
A1174,116,1,Cowrie,global
A1175,115,1,Cowrie,global
A1176,115,1,Cowrie,global
A1177,115,1,Cowrie,global
A1178,115,1,Cowrie,global
A1179,115,1,Cowrie,global
A1180,115,1,Cowrie,global
A1181,115,1,Cowrie,global
A1182,115,1,Cowrie,global
A1183,115,1,Cowrie,global
A1184,115,1,Cowrie,global
A1185,115,1,Cowrie,global
A1186,115,1,Cowrie,global
A1187,115,1,Cowrie,global
A1188,115,1,Cowrie,global
A1189,115,1,Cowrie,global
A1190,114,1,Cowrie,global
A1191,114,1,Cowrie,global
A1192,114,1,Cowrie,global
A1193,114,1,Cowrie,global
A1194,114,1,Cowrie,global
A1195,114,1,Cowrie,global
A1196,114,1,Cowrie,global
A1197,114,1,Cowrie,global
A1198,114,1,Cowrie,global
A1199,114,1,Cowrie,global
A1200,114,1,Cowrie,global
A1201,114,1,Cowrie,global
A1202,114,1,Cowrie,global
A1203,114,1,Cowrie,global
A1204,114,1,Cowrie,global
A1205,114,1,Cowrie,global
A1206,114,1,Cowrie,global
A1207,114,1,Cowrie,global
A1208,114,1,Cowrie,global
A1209,114,1,Cowrie,global
A1210,113,1,Cowrie,global
A1211,113,1,Cowrie,global
A1212,113,1,Cowrie,global
A1213,113,1,Cowrie,global
A1214,113,1,Cowrie,global
A1215,113,1,Cowrie,global
A1216,113,1,Cowrie,global
A1217,113,1,Cowrie,global
A1218,113,1,Cowrie,global
A1219,113,1,Cowrie,global
A1220,113,1,Cowrie,global
A1221,113,1,Cowrie,global
A1222,113,1,Cowrie,global
A1223,112,1,Cowrie,global
A1224,112,1,Cowrie,global
A1225,112,1,Cowrie,global
A1226,112,1,Cowrie,global
A1227,112,1,Cowrie,global
A1228,112,1,Cowrie,global
A1229,112,1,Cowrie,global
A1230,112,1,Cowrie,global
A1231,112,1,Cowrie,global
A1232,112,1,Cowrie,global
A1233,112,1,Cowrie,global
A1234,111,1,Cowrie,global
A1235,111,1,Cowrie,global
A1236,111,1,Cowrie,global
A1237,111,1,Cowrie,global
A1238,111,1,Cowrie,global
A1239,111,1,Cowrie,global
A1240,111,1,Cowrie,global
A1241,111,1,Cowrie,global
A1242,111,1,Cowrie,global
A1243,111,1,Cowrie,global
A1244,111,1,Cowrie,global
A1245,111,1,Cowrie,global
A1246,111,1,Cowrie,global
A1247,111,1,Cowrie,global
A1248,111,1,Cowrie,global
A1249,111,1,Cowrie,global
A1250,111,1,Cowrie,global
A1251,110,1,Cowrie,global
A1252,110,1,Cowrie,global
A1253,110,1,Cowrie,global
A1254,110,1,Cowrie,global
A1255,110,1,Cowrie,global
A1256,110,1,Cowrie,global
A1257,110,1,Cowrie,global
A1258,110,1,Cowrie,global
A1259,110,1,Cowrie,global
A1260,110,1,Cowrie,global
A1261,110,1,Cowrie,global
A1262,110,1,Cowrie,global
A1263,110,1,Cowrie,global
A1264,110,1,Cowrie,global
A1265,110,1,Cowrie,global
A1266,110,1,Cowrie,global
A1267,110,1,Cowrie,global
A1268,110,1,Cowrie,global
A1269,110,1,Cowrie,global
A1270,110,1,Cowrie,global
A1271,110,1,Cowrie,global
A1272,110,1,Cowrie,global
A1273,110,1,Cowrie,global
A1274,109,1,Cowrie,global
A1275,109,1,Cowrie,global
A1276,109,1,Cowrie,global
A1277,109,1,Cowrie,global
A1278,109,1,Cowrie,global
A1279,109,1,Cowrie,global
A1280,109,1,Cowrie,global
A1281,109,1,Cowrie,global
A1282,109,1,Cowrie,global
A1283,109,1,Cowrie,global
A1284,108,1,Cowrie,global
A1285,108,1,Cowrie,global
A1286,108,1,Cowrie,global
A1287,108,1,Cowrie,global
A1288,108,1,Cowrie,global
A1289,108,1,Cowrie,global
A1290,108,1,Cowrie,global
A1291,108,1,Cowrie,global
A1292,108,1,Cowrie,global
A1293,108,1,Cowrie,global
A1294,108,1,Cowrie,global
A1295,108,1,Cowrie,global
A1296,108,1,Cowrie,global
A1297,107,1,Cowrie,global
A1298,107,1,Cowrie,global
A1299,107,1,Cowrie,global
A1300,107,1,Cowrie,global
A1301,107,1,Cowrie,global
A1302,107,1,Cowrie,global
A1303,107,1,Cowrie,global
A1304,106,1,Cowrie,global
A1305,106,1,Cowrie,global
A1306,106,1,Cowrie,global
A1307,106,1,Cowrie,global
A1308,106,1,Cowrie,global
A1309,106,1,Cowrie,global
A1310,105,1,Cowrie,global
A1311,105,1,Cowrie,global
A1312,105,1,Cowrie,global
A1313,105,1,Cowrie,global
A1314,105,1,Cowrie,global
A1315,105,1,Cowrie,global
A1316,105,1,Cowrie,global
A1317,105,1,Cowrie,global
A1318,105,1,Cowrie,global
A1319,105,1,Cowrie,global
A1320,105,1,Cowrie,global
A1321,105,1,Cowrie,global
A1322,104,1,Cowrie,global
A1323,104,1,Cowrie,global
A1324,104,1,Cowrie,global
A1325,104,1,Cowrie,global
A1326,104,1,Cowrie,global
A1327,104,1,Cowrie,global
A1328,104,1,Cowrie,global
A1329,104,1,Cowrie,global
A1330,104,1,Cowrie,global
A1331,103,1,Cowrie,global
A1332,103,1,Cowrie,global
A1333,103,1,Cowrie,global
A1334,103,1,Cowrie,global
A1335,103,1,Cowrie,global
A1336,103,1,Cowrie,global
A1337,103,1,Cowrie,global
A1338,103,2,Conpot Cowrie,global
A1339,103,1,Cowrie,global
A1340,103,1,Cowrie,global
A1341,103,1,Cowrie,global
A1342,103,1,Cowrie,global
A1343,103,1,Cowrie,global
A1344,103,1,Cowrie,global
A1345,102,1,Cowrie,global
A1346,102,1,Cowrie,global
A1347,102,1,Cowrie,global
A1348,102,1,Cowrie,global
A1349,102,1,Cowrie,global
A1350,102,1,Cowrie,global
A1351,102,1,Cowrie,global
A1352,101,1,Cowrie,global
A1353,101,1,Cowrie,global
A1354,101,1,Cowrie,global
A1355,101,1,Cowrie,global
A1356,101,1,Cowrie,global
A1357,101,1,Cowrie,global
A1358,101,1,Cowrie,global
A1359,101,1,Cowrie,global
A1360,101,1,Cowrie,global
A1361,100,1,Cowrie,global
A1362,100,1,Cowrie,global
A1363,100,1,Cowrie,global
A1364,100,1,Cowrie,global
A1365,100,1,Cowrie,global
A1366,100,1,Cowrie,global
A1367,99,1,Cowrie,global
A1368,99,1,Cowrie,global
A1369,99,1,Cowrie,global
A1370,99,1,Cowrie,global
A1371,99,1,Cowrie,global
A1372,99,1,Cowrie,global
A1373,99,1,Cowrie,global
A1374,99,1,Cowrie,global
A1375,99,1,Cowrie,global
A1376,99,1,Cowrie,global
A1377,99,1,Cowrie,global
A1378,99,1,Cowrie,global
A1379,98,1,Cowrie,global
A1380,98,1,Cowrie,global
A1381,98,1,Cowrie,global
A1382,97,1,Cowrie,global
A1383,97,1,Cowrie,global
A1384,97,1,Cowrie,global
A1385,97,1,Cowrie,global
A1386,97,1,Cowrie,global
A1387,97,1,Cowrie,global
A1388,96,1,Cowrie,global
A1389,96,1,Cowrie,global
A1390,95,1,Cowrie,global
A1391,95,1,Cowrie,global
A1392,95,1,Cowrie,global
A1393,95,1,Cowrie,global
A1394,95,1,Cowrie,global
A1395,95,1,Cowrie,global
A1396,95,1,Cowrie,global
A1397,95,1,Cowrie,global
A1398,94,1,Cowrie,global
A1399,94,1,Cowrie,global
A1400,94,1,Cowrie,global
A1401,94,1,Cowrie,global
A1402,94,1,Cowrie,global
A1403,94,1,Cowrie,global
A1404,94,1,Cowrie,global
A1405,93,1,Cowrie,global
A1406,93,1,Cowrie,global
A1407,93,1,Cowrie,global
A1408,93,1,Cowrie,global
A1409,93,1,Cowrie,global
A1410,93,1,Cowrie,global
A1411,93,1,Cowrie,global
A1412,93,1,Cowrie,global
A1413,93,1,Cowrie,global
A1414,92,1,Cowrie,global
A1415,92,1,Cowrie,global
A1416,92,1,Cowrie,global
A1417,91,1,Cowrie,global
A1418,91,1,Cowrie,global
A1419,91,1,Cowrie,global
A1420,90,1,Cowrie,global
A1421,90,1,Cowrie,global
A1422,90,1,Cowrie,global
A1423,90,1,Cowrie,global
A1424,90,1,Cowrie,global
A1425,90,1,Cowrie,global
A1426,89,1,Cowrie,global
A1427,89,1,Cowrie,global
A1428,89,1,Cowrie,global
A1429,88,1,Cowrie,global
A1430,88,1,Cowrie,global
A1431,88,1,Cowrie,global
A1432,88,1,Cowrie,global
A1433,86,1,Cowrie,global
A1434,85,1,Cowrie,global
A1435,85,1,Cowrie,global
A1436,85,1,Cowrie,global
A1437,85,1,Cowrie,global
A1438,85,1,Cowrie,global
A1439,85,1,Cowrie,global
A1440,85,1,Cowrie,global
A1441,85,1,Cowrie,global
A1442,84,1,Cowrie,global
A1443,84,1,Cowrie,global
A1444,84,1,Cowrie,global
A1445,83,1,Cowrie,global
A1446,83,1,Cowrie,global
A1447,82,1,Conpot,global
A1448,82,1,Conpot,global
A1449,82,1,Cowrie,global
A1450,82,1,Conpot,global
A1451,82,1,Cowrie,global
A1452,82,1,Cowrie,global
A1453,82,1,Conpot,global
A1454,82,1,Cowrie,global
A1455,82,1,Cowrie,global
A1456,82,1,Conpot,global
A1457,82,1,Cowrie,global
A1458,81,1,Cowrie,global
A1459,81,1,Cowrie,global
A1460,81,2,Conpot Cowrie,global
A1461,80,1,Cowrie,global
A1462,80,1,Cowrie,global
A1463,80,1,Cowrie,global
A1464,79,1,Cowrie,global
A1465,79,1,Cowrie,global
A1466,78,1,Cowrie,global
A1467,78,1,Cowrie,global
A1468,77,2,Conpot Cowrie,global
A1469,76,1,Cowrie,global
A1470,76,1,Cowrie,global
A1471,76,1,Cowrie,global
A1472,76,1,Cowrie,global
A1473,75,1,Cowrie,global
A1474,75,1,Cowrie,global
A1475,75,1,Cowrie,global
A1476,75,1,Cowrie,global
A1477,75,1,Cowrie,global
A1478,75,1,Cowrie,global
A1479,75,2,Conpot Cowrie,global
A1480,75,1,Cowrie,global
A1481,74,1,Cowrie,global
A1482,73,1,Cowrie,global
A1483,72,1,Cowrie,global
A1484,72,1,Cowrie,global
A1485,71,1,Cowrie,global
A1486,71,1,Cowrie,global
A1487,70,1,Cowrie,global
A1488,70,1,Cowrie,global
A1489,70,1,Cowrie,global
A1490,70,1,Cowrie,global
A1491,70,1,Cowrie,global
A1492,70,1,Cowrie,global
A1493,70,1,Cowrie,global
A1494,70,1,Cowrie,global
A1495,70,1,Cowrie,global
A1496,69,1,Cowrie,global
A1497,69,1,Cowrie,global
A1498,69,1,Cowrie,global
A1499,69,1,Cowrie,global
A1500,69,1,Cowrie,global
A1501,68,1,Cowrie,global
A1502,67,1,Cowrie,global
A1503,67,1,Cowrie,global
A1504,66,1,Cowrie,global
A1505,66,1,Cowrie,global
A1506,66,1,Cowrie,global
A1507,65,1,Cowrie,global
A1508,65,1,Cowrie,global
A1509,65,1,Cowrie,global
A1510,65,1,Cowrie,global
A1511,65,1,Cowrie,global
A1512,65,1,Cowrie,global
A1513,65,1,Cowrie,global
A1514,65,1,Cowrie,global
A1515,64,1,Cowrie,global
A1516,64,1,Cowrie,global
A1517,64,2,Conpot Cowrie,global
A1518,64,1,Cowrie,global
A1519,63,1,Cowrie,global
A1520,63,1,Cowrie,global
A1521,63,1,Cowrie,global
A1522,63,1,Cowrie,global
A1523,63,1,Cowrie,global
A1524,62,1,Cowrie,global
A1525,60,1,Cowrie,global
A1526,60,1,Cowrie,global
A1527,60,1,Cowrie,global
A1528,60,1,Cowrie,global
A1529,60,1,Cowrie,global
A1530,60,1,Cowrie,global
A1531,60,1,Cowrie,global
A1532,59,1,Cowrie,global
A1533,59,1,Cowrie,global
A1534,58,1,Cowrie,global
A1535,58,1,Cowrie,global
A1536,57,1,Cowrie,global
A1537,57,1,Cowrie,global
A1538,56,1,Cowrie,global
A1539,56,1,Cowrie,global
A1540,56,2,Conpot Cowrie,global
A1541,55,1,Cowrie,global
A1542,55,1,Cowrie,global
A1543,55,1,Cowrie,global
A1544,55,1,Cowrie,global
A1545,55,1,Cowrie,global
A1546,55,1,Cowrie,global
A1547,55,1,Cowrie,global
A1548,55,1,Cowrie,global
A1549,55,1,Cowrie,global
A1550,55,1,Cowrie,global
A1551,55,1,Cowrie,global
A1552,54,1,Cowrie,global
A1553,54,1,Cowrie,global
A1554,53,1,Cowrie,global
A1555,53,1,Cowrie,global
A1556,53,1,Cowrie,global
A1557,53,1,Cowrie,global
A1558,53,1,Cowrie,global
A1559,52,1,Conpot,global
A1560,52,1,Cowrie,global
A1561,52,1,Cowrie,global
A1562,52,1,Cowrie,global
A1563,51,1,Cowrie,global
A1564,51,1,Cowrie,global
A1565,51,1,Cowrie,global
A1566,51,1,Cowrie,global
A1567,50,1,Cowrie,global
A1568,50,1,Cowrie,global
A1569,50,1,Cowrie,global
A1570,50,1,Cowrie,global
A1571,50,1,Cowrie,global
A1572,50,1,Cowrie,global
A1573,50,1,Cowrie,global
A1574,50,1,Cowrie,global
A1575,50,1,Cowrie,global
A1576,49,1,Cowrie,global
A1577,49,1,Cowrie,global
A1578,49,1,Cowrie,global
A1579,49,1,Cowrie,global
A1580,49,1,Cowrie,global
A1581,48,1,Cowrie,global
A1582,48,1,Cowrie,global
A1583,48,1,Cowrie,global
A1584,47,1,Cowrie,global
A1585,47,1,Cowrie,global
A1586,47,1,Cowrie,global
A1587,47,1,Cowrie,global
A1588,47,1,Cowrie,global
A1589,47,1,Cowrie,global
A1590,47,1,Cowrie,global
A1591,46,1,Cowrie,global
A1592,46,1,Cowrie,global
A1593,46,1,Cowrie,global
A1594,46,1,Cowrie,global
A1595,46,1,Cowrie,global
A1596,46,1,Cowrie,global
A1597,46,1,Cowrie,global
A1598,46,1,Cowrie,global
A1599,45,1,Cowrie,global
A1600,45,1,Cowrie,global
A1601,45,1,Cowrie,global
A1602,45,1,Cowrie,global
A1603,45,1,Cowrie,global
A1604,45,1,Cowrie,global
A1605,45,1,Cowrie,global
A1606,45,1,Cowrie,global
A1607,45,1,Cowrie,global
A1608,45,1,Cowrie,global
A1609,45,1,Cowrie,global
A1610,45,1,Cowrie,global
A1611,45,1,Cowrie,global
A1612,45,1,Cowrie,global
A1613,45,1,Cowrie,global
A1614,44,1,Cowrie,global
A1615,44,1,Cowrie,global
A1616,44,1,Cowrie,global
A1617,44,1,Cowrie,global
A1618,44,1,Cowrie,global
A1619,44,1,Cowrie,global
A1620,44,1,Cowrie,global
A1621,43,1,Cowrie,global
A1622,43,1,Cowrie,global
A1623,43,1,Cowrie,global
A1624,43,1,Cowrie,global
A1625,43,1,Cowrie,global
A1626,43,1,Cowrie,global
A1627,43,1,Cowrie,global
A1628,43,1,Cowrie,global
A1629,43,1,Cowrie,global
A1630,43,1,Cowrie,global
A1631,42,1,Cowrie,global
A1632,42,1,Cowrie,global
A1633,42,1,Cowrie,global
A1634,42,1,Cowrie,global
A1635,42,1,Cowrie,global
A1636,42,1,Cowrie,global
A1637,42,1,Cowrie,global
A1638,42,1,Cowrie,global
A1639,42,1,Cowrie,global
A1640,41,1,Cowrie,global
A1641,41,1,Cowrie,global
A1642,41,1,Cowrie,global
A1643,41,1,Cowrie,global
A1644,41,1,Cowrie,global
A1645,40,1,Cowrie,global
A1646,40,1,Cowrie,global
A1647,40,1,Cowrie,global
A1648,40,1,Cowrie,global
A1649,40,1,Cowrie,global
A1650,40,1,Cowrie,global
A1651,40,1,Cowrie,global
A1652,40,1,Cowrie,global
A1653,40,1,Cowrie,global
A1654,40,1,Cowrie,global
A1655,40,1,Cowrie,global
A1656,40,1,Cowrie,global
A1657,40,1,Cowrie,global
A1658,40,1,Cowrie,global
A1659,40,1,Cowrie,global
A1660,40,1,Cowrie,global
A1661,40,1,Cowrie,global
A1662,40,1,Cowrie,global
A1663,39,1,Cowrie,global
A1664,39,1,Cowrie,global
A1665,39,1,Cowrie,global
A1666,39,1,Cowrie,global
A1667,39,1,Cowrie,global
A1668,39,1,Cowrie,global
A1669,39,2,Conpot Cowrie,global
A1670,39,1,Cowrie,global
A1671,39,1,Cowrie,global
A1672,39,1,Cowrie,global
A1673,39,1,Cowrie,global
A1674,39,1,Cowrie,global
A1675,39,1,Cowrie,global
A1676,39,1,Cowrie,global
A1677,39,2,Conpot Cowrie,global
A1678,39,1,Cowrie,global
A1679,39,1,Cowrie,global
A1680,39,1,Cowrie,global
A1681,38,1,Cowrie,global
A1682,38,1,Cowrie,global
A1683,38,1,Cowrie,global
A1684,38,1,Cowrie,global
A1685,38,1,Cowrie,global
A1686,38,1,Cowrie,global
A1687,37,1,Cowrie,global
A1688,37,1,Cowrie,global
A1689,37,1,Cowrie,global
A1690,37,1,Cowrie,global
A1691,37,1,Cowrie,global
A1692,37,1,Cowrie,global
A1693,37,1,Cowrie,global
A1694,37,1,Cowrie,global
A1695,36,1,Cowrie,global
A1696,36,1,Cowrie,global
A1697,36,1,Cowrie,global
A1698,36,1,Cowrie,global
A1699,36,1,Cowrie,global
A1700,36,1,Cowrie,global
A1701,36,1,Cowrie,global
A1702,36,1,Cowrie,global
A1703,36,2,Conpot Cowrie,global
A1704,35,1,Cowrie,global
A1705,35,1,Cowrie,global
A1706,35,1,Cowrie,global
A1707,35,1,Cowrie,global
A1708,35,1,Cowrie,global
A1709,35,1,Cowrie,global
A1710,35,1,Cowrie,global
A1711,35,1,Cowrie,global
A1712,35,1,Cowrie,global
A1713,35,1,Cowrie,global
A1714,35,1,Cowrie,global
A1715,35,1,Cowrie,global
A1716,35,1,Cowrie,global
A1717,35,1,Cowrie,global
A1718,35,1,Cowrie,global
A1719,35,1,Cowrie,global
A1720,35,1,Cowrie,global
A1721,35,1,Cowrie,global
A1722,35,1,Cowrie,global
A1723,35,1,Cowrie,global
A1724,35,1,Cowrie,global
A1725,35,1,Cowrie,global
A1726,35,1,Cowrie,global
A1727,35,1,Cowrie,global
A1728,35,1,Cowrie,global
A1729,34,1,Cowrie,global
A1730,34,1,Cowrie,global
A1731,34,1,Cowrie,global
A1732,34,1,Cowrie,global
A1733,34,1,Cowrie,global
