attacker_id,total_events,systems_targeted,targets,address_scope
A1734,34,1,Cowrie,global
A1735,34,1,Cowrie,global
A1736,34,1,Cowrie,global
A1737,34,1,Cowrie,global
A1738,34,1,Cowrie,global
A1739,34,1,Cowrie,global
A1740,34,1,Cowrie,global
A1741,34,1,Cowrie,global
A1742,34,1,Cowrie,global
A1743,34,1,Cowrie,global
A1744,34,1,Cowrie,global
A1745,34,1,Cowrie,global
A1746,34,1,Cowrie,global
A1747,34,1,Cowrie,global
A1748,34,1,Cowrie,global
A1749,34,1,Cowrie,global
A1750,34,1,Cowrie,global
A1751,34,1,Cowrie,global
A1752,34,1,Cowrie,global
A1753,34,1,Cowrie,global
A1754,34,1,Cowrie,global
A1755,34,1,Cowrie,global
A1756,34,1,Cowrie,global
A1757,34,1,Cowrie,global
A1758,34,1,Cowrie,global
A1759,34,1,Cowrie,global
A1760,33,1,Cowrie,global
A1761,33,1,Cowrie,global
A1762,33,1,Cowrie,global
A1763,33,1,Cowrie,global
A1764,33,1,Cowrie,global
A1765,33,1,Cowrie,global
A1766,33,1,Cowrie,global
A1767,33,1,Cowrie,global
A1768,33,1,Cowrie,global
A1769,33,1,Cowrie,global
A1770,33,1,Cowrie,global
A1771,33,1,Cowrie,global
A1772,33,1,Cowrie,global
A1773,33,1,Cowrie,global
A1774,33,1,Cowrie,global
A1775,33,1,Cowrie,global
A1776,33,1,Cowrie,global
A1777,33,1,Cowrie,global
A1778,33,1,Cowrie,global
A1779,33,1,Cowrie,global
A1780,33,1,Cowrie,global
A1781,33,1,Cowrie,global
A1782,33,1,Cowrie,global
A1783,33,1,Cowrie,global
A1784,32,1,Cowrie,global
A1785,32,1,Cowrie,global
A1786,32,1,Cowrie,global
A1787,32,1,Cowrie,global
A1788,32,1,Cowrie,global
A1789,32,1,Cowrie,global
A1790,32,1,Cowrie,global
A1791,32,1,Cowrie,global
A1792,32,1,Cowrie,global
A1793,32,1,Cowrie,global
A1794,32,1,Cowrie,global
A1795,32,1,Cowrie,global
A1796,32,1,Cowrie,global
A1797,32,1,Cowrie,global
A1798,32,1,Cowrie,global
A1799,32,1,Cowrie,global
A1800,32,1,Cowrie,global
A1801,32,1,Cowrie,global
A1802,32,1,Cowrie,global
A1803,32,1,Cowrie,global
A1804,32,1,Cowrie,global
A1805,32,1,Cowrie,global
A1806,32,1,Cowrie,global
A1807,32,1,Cowrie,global
A1808,32,1,Cowrie,global
A1809,32,1,Cowrie,global
A1810,32,1,Cowrie,global
A1811,31,1,Cowrie,global
A1812,31,1,Cowrie,global
A1813,31,1,Cowrie,global
A1814,31,1,Cowrie,global
A1815,31,1,Cowrie,global
A1816,31,1,Cowrie,global
A1817,31,1,Cowrie,global
A1818,31,1,Cowrie,global
A1819,31,1,Cowrie,global
A1820,31,1,Cowrie,global
A1821,31,1,Cowrie,global
A1822,31,1,Cowrie,global
A1823,31,1,Cowrie,global
A1824,30,1,Cowrie,global
A1825,30,1,Cowrie,global
A1826,30,1,Cowrie,global
A1827,30,1,Cowrie,global
A1828,30,1,Cowrie,global
A1829,30,1,Cowrie,global
A1830,30,1,Cowrie,global
A1831,30,1,Cowrie,global
A1832,30,1,Cowrie,global
A1833,30,1,Cowrie,global
A1834,30,1,Cowrie,global
A1835,30,1,Cowrie,global
A1836,30,1,Cowrie,global
A1837,30,1,Cowrie,global
A1838,30,1,Cowrie,global
A1839,30,1,Cowrie,global
A1840,30,1,Cowrie,global
A1841,30,1,Cowrie,global
A1842,30,1,Cowrie,global
A1843,30,1,Cowrie,global
A1844,30,1,Cowrie,global
A1845,30,1,Cowrie,global
A1846,30,1,Cowrie,global
A1847,30,1,Cowrie,global
A1848,30,1,Cowrie,global
A1849,30,1,Cowrie,global
A1850,30,1,Cowrie,global
A1851,30,1,Cowrie,global
A1852,30,1,Cowrie,global
A1853,30,1,Cowrie,global
A1854,30,1,Cowrie,global
A1855,30,1,Cowrie,global
A1856,30,1,Cowrie,global
A1857,30,1,Cowrie,global
A1858,30,1,Cowrie,global
A1859,30,1,Cowrie,global
A1860,30,1,Cowrie,global
A1861,30,1,Cowrie,global
A1862,30,1,Cowrie,global
A1863,30,1,Cowrie,global
A1864,30,1,Cowrie,global
A1865,30,1,Cowrie,global
A1866,30,1,Cowrie,global
A1867,30,1,Cowrie,global
A1868,30,1,Cowrie,global
A1869,30,1,Cowrie,global
A1870,29,1,Cowrie,global
A1871,29,1,Cowrie,global
A1872,29,1,Cowrie,global
A1873,29,1,Cowrie,global
A1874,29,1,Cowrie,global
A1875,29,1,Cowrie,global
A1876,29,1,Cowrie,global
A1877,29,1,Cowrie,global
A1878,29,1,Cowrie,global
A1879,29,1,Cowrie,global
A1880,29,1,Cowrie,global
A1881,29,1,Cowrie,global
A1882,29,1,Cowrie,global
A1883,29,1,Cowrie,global
A1884,29,1,Cowrie,global
A1885,29,1,Cowrie,global
A1886,29,1,Cowrie,global
A1887,29,1,Cowrie,global
A1888,29,1,Cowrie,global
A1889,29,1,Cowrie,global
A1890,29,1,Cowrie,global
A1891,29,1,Cowrie,global
A1892,29,1,Cowrie,global
A1893,29,1,Cowrie,global
A1894,29,1,Cowrie,global
A1895,29,1,Cowrie,global
A1896,29,1,Cowrie,global
A1897,29,1,Cowrie,global
A1898,28,1,Cowrie,global
A1899,28,1,Cowrie,global
A1900,28,1,Cowrie,global
A1901,28,1,Cowrie,global
A1902,28,1,Cowrie,global
A1903,28,1,Cowrie,global
A1904,28,1,Cowrie,global
A1905,28,1,Cowrie,global
A1906,28,1,Cowrie,global
A1907,28,1,Cowrie,global
A1908,28,1,Cowrie,global
A1909,28,1,Cowrie,global
A1910,28,1,Cowrie,global
A1911,28,1,Cowrie,global
A1912,28,1,Cowrie,global
A1913,28,1,Cowrie,global
A1914,28,1,Cowrie,global
A1915,27,1,Cowrie,global
A1916,27,1,Cowrie,global
A1917,27,1,Cowrie,global
A1918,27,1,Cowrie,global
A1919,27,1,Cowrie,global
A1920,27,1,Cowrie,global
A1921,27,1,Cowrie,global
A1922,27,1,Cowrie,global
A1923,27,1,Cowrie,global
A1924,27,1,Cowrie,global
A1925,27,2,Conpot Cowrie,global
A1926,27,1,Cowrie,global
A1927,27,1,Cowrie,global
A1928,27,1,Cowrie,global
A1929,27,1,Cowrie,global
A1930,27,2,Conpot Cowrie,global
A1931,27,1,Cowrie,global
A1932,27,1,Cowrie,global
A1933,27,1,Cowrie,global
A1934,27,1,Cowrie,global
A1935,27,1,Cowrie,global
A1936,26,1,Cowrie,global
A1937,26,1,Cowrie,global
A1938,26,1,Cowrie,global
A1939,26,1,Cowrie,global
A1940,26,1,Cowrie,global
A1941,26,1,Cowrie,global
A1942,26,1,Cowrie,global
A1943,26,1,Cowrie,global
A1944,26,1,Cowrie,global
A1945,26,1,Cowrie,global
A1946,25,1,Cowrie,global
A1947,25,1,Cowrie,global
A1948,25,1,Cowrie,global
A1949,25,1,Cowrie,global
A1950,25,1,Cowrie,global
A1951,25,1,Cowrie,global
A1952,25,1,Cowrie,global
A1953,25,1,Cowrie,global
A1954,25,1,Cowrie,global
A1955,25,1,Cowrie,global
A1956,25,1,Cowrie,global
A1957,25,1,Cowrie,global
A1958,25,1,Cowrie,global
A1959,25,1,Cowrie,global
A1960,25,1,Cowrie,global
A1961,25,1,Cowrie,global
A1962,25,1,Cowrie,global
A1963,25,1,Cowrie,global
A1964,25,1,Cowrie,global
A1965,25,1,Cowrie,global
A1966,25,1,Cowrie,global
A1967,25,1,Cowrie,global
A1968,25,1,Cowrie,global
A1969,25,1,Cowrie,global
A1970,25,1,Cowrie,global
A1971,25,1,Cowrie,global
A1972,25,1,Cowrie,global
A1973,25,1,Cowrie,global
A1974,25,1,Cowrie,global
A1975,25,1,Cowrie,global
A1976,25,1,Cowrie,global
A1977,25,1,Cowrie,global
A1978,25,1,Cowrie,global
A1979,25,1,Cowrie,global
A1980,25,1,Cowrie,global
A1981,25,1,Cowrie,global
A1982,25,1,Cowrie,global
A1983,25,1,Cowrie,global
A1984,25,1,Cowrie,global
A1985,25,1,Cowrie,global
A1986,25,1,Cowrie,global
A1987,25,1,Cowrie,global
A1988,25,1,Cowrie,global
A1989,25,1,Cowrie,global
A1990,25,1,Cowrie,global
A1991,25,1,Cowrie,global
A1992,25,1,Cowrie,global
A1993,25,1,Cowrie,global
A1994,25,1,Cowrie,global
A1995,25,1,Cowrie,global
A1996,25,1,Cowrie,global
A1997,25,1,Cowrie,global
A1998,25,1,Cowrie,global
A1999,25,1,Cowrie,global
A2000,25,1,Cowrie,global
A2001,25,1,Cowrie,global
A2002,25,1,Cowrie,global
A2003,25,1,Cowrie,global
A2004,25,1,Cowrie,global
A2005,25,1,Cowrie,global
A2006,25,1,Cowrie,global
A2007,25,1,Cowrie,global
A2008,25,1,Cowrie,global
A2009,24,1,Cowrie,global
A2010,24,1,Cowrie,global
A2011,24,1,Cowrie,global
A2012,24,1,Cowrie,global
A2013,24,1,Cowrie,global
A2014,24,1,Cowrie,global
A2015,24,1,Cowrie,global
A2016,24,1,Cowrie,global
A2017,24,1,Cowrie,global
A2018,24,1,Cowrie,global
A2019,24,1,Cowrie,global
A2020,24,1,Cowrie,global
A2021,24,1,Cowrie,global
A2022,24,1,Cowrie,global
A2023,24,1,Cowrie,global
A2024,24,1,Cowrie,global
A2025,24,1,Cowrie,global
A2026,24,1,Cowrie,global
A2027,24,1,Cowrie,global
A2028,24,1,Cowrie,global
A2029,24,1,Cowrie,global
A2030,24,1,Cowrie,global
A2031,24,1,Cowrie,global
A2032,24,1,Cowrie,global
A2033,24,1,Cowrie,global
A2034,24,1,Cowrie,global
A2035,24,1,Cowrie,global
A2036,24,1,Cowrie,global
A2037,24,1,Cowrie,global
A2038,24,1,Cowrie,global
A2039,24,1,Cowrie,global
A2040,24,1,Cowrie,global
A2041,24,1,Cowrie,global
A2042,24,1,Cowrie,global
A2043,24,1,Cowrie,global
A2044,24,1,Cowrie,global
A2045,24,1,Cowrie,global
A2046,24,1,Cowrie,global
A2047,24,1,Cowrie,global
A2048,24,1,Cowrie,global
A2049,24,1,Cowrie,global
A2050,24,1,Cowrie,global
A2051,24,1,Cowrie,global
A2052,24,1,Cowrie,global
A2053,24,1,Cowrie,global
A2054,24,1,Cowrie,global
A2055,23,1,Cowrie,global
A2056,23,1,Cowrie,global
A2057,23,1,Cowrie,global
A2058,23,1,Cowrie,global
A2059,23,1,Cowrie,global
A2060,23,1,Cowrie,global
A2061,23,1,Cowrie,global
A2062,23,1,Conpot,global
A2063,23,1,Cowrie,global
A2064,23,1,Cowrie,global
A2065,23,1,Cowrie,global
A2066,23,1,Cowrie,global
A2067,23,1,Cowrie,global
A2068,23,1,Cowrie,global
A2069,23,1,Cowrie,global
A2070,23,1,Cowrie,global
A2071,23,1,Cowrie,global
A2072,23,2,Conpot Cowrie,global
A2073,23,1,Conpot,global
A2074,23,1,Cowrie,global
A2075,23,1,Cowrie,global
A2076,23,1,Cowrie,global
A2077,23,1,Cowrie,global
A2078,23,1,Cowrie,global
A2079,23,1,Cowrie,global
A2080,23,1,Cowrie,global
A2081,22,1,Cowrie,global
A2082,22,1,Cowrie,global
A2083,22,1,Cowrie,global
A2084,22,1,Cowrie,global
A2085,22,1,Cowrie,global
A2086,22,1,Cowrie,global
A2087,22,1,Cowrie,global
A2088,22,1,Cowrie,global
A2089,22,1,Cowrie,global
A2090,22,1,Cowrie,global
A2091,22,1,Cowrie,global
A2092,22,1,Cowrie,global
A2093,22,1,Cowrie,global
A2094,22,1,Cowrie,global
A2095,22,1,Cowrie,global
A2096,22,1,Cowrie,global
A2097,22,1,Cowrie,global
A2098,22,1,Cowrie,global
A2099,22,1,Cowrie,global
A2100,22,1,Conpot,global
A2101,22,1,Cowrie,global
A2102,22,1,Cowrie,global
A2103,22,2,Conpot Cowrie,global
A2104,22,2,Conpot Cowrie,global
A2105,22,1,Cowrie,global
A2106,22,1,Cowrie,global
A2107,22,1,Cowrie,global
A2108,22,1,Cowrie,global
A2109,22,1,Cowrie,global
A2110,22,1,Cowrie,global
A2111,22,1,Cowrie,global
A2112,21,1,Cowrie,global
A2113,21,1,Cowrie,global
A2114,21,1,Cowrie,global
A2115,21,1,Cowrie,global
A2116,21,1,Cowrie,global
A2117,21,1,Cowrie,global
A2118,21,1,Cowrie,global
A2119,21,1,Cowrie,global
A2120,21,1,Cowrie,global
A2121,21,1,Cowrie,global
A2122,21,1,Cowrie,global
A2123,21,1,Cowrie,global
A2124,21,1,Cowrie,global
A2125,21,1,Cowrie,global
A2126,21,1,Cowrie,global
A2127,21,1,Cowrie,global
A2128,21,1,Cowrie,global
A2129,21,1,Cowrie,global
A2130,21,1,Cowrie,global
A2131,21,1,Cowrie,global
A2132,21,1,Cowrie,global
A2133,21,1,Cowrie,global
A2134,21,1,Cowrie,global
A2135,21,1,Cowrie,global
A2136,21,1,Cowrie,global
A2137,21,1,Cowrie,global
A2138,21,2,Conpot Cowrie,global
A2139,21,1,Cowrie,global
A2140,21,1,Cowrie,global
A2141,21,1,Cowrie,global
A2142,21,1,Cowrie,global
A2143,21,1,Cowrie,global
A2144,21,1,Cowrie,global
A2145,20,1,Cowrie,global
A2146,20,1,Cowrie,global
A2147,20,1,Cowrie,global
A2148,20,1,Cowrie,global
A2149,20,1,Cowrie,global
A2150,20,1,Cowrie,global
A2151,20,1,Cowrie,global
A2152,20,1,Cowrie,global
A2153,20,1,Cowrie,global
A2154,20,1,Cowrie,global
A2155,20,1,Cowrie,global
A2156,20,1,Cowrie,global
A2157,20,1,Cowrie,global
A2158,20,1,Cowrie,global
A2159,20,1,Cowrie,global
A2160,20,1,Cowrie,global
A2161,20,1,Cowrie,global
A2162,20,1,Cowrie,global
A2163,20,1,Cowrie,global
A2164,20,1,Cowrie,global
A2165,20,1,Cowrie,global
A2166,20,1,Cowrie,global
A2167,20,1,Cowrie,global
A2168,20,1,Cowrie,global
A2169,20,1,Cowrie,global
A2170,20,1,Cowrie,global
A2171,20,1,Cowrie,global
A2172,20,1,Cowrie,global
A2173,20,1,Cowrie,global
A2174,20,1,Cowrie,global
A2175,20,1,Cowrie,global
A2176,20,1,Cowrie,global
A2177,20,1,Cowrie,global
A2178,20,1,Cowrie,global
A2179,20,1,Cowrie,global
A2180,20,1,Cowrie,global
A2181,20,1,Cowrie,global
A2182,20,1,Cowrie,global
A2183,20,1,Cowrie,global
A2184,20,1,Cowrie,global
A2185,20,1,Cowrie,global
A2186,20,1,Cowrie,global
A2187,20,1,Cowrie,global
A2188,20,1,Cowrie,global
A2189,20,1,Cowrie,global
A2190,20,1,Cowrie,global
A2191,20,1,Cowrie,global
A2192,20,1,Cowrie,global
A2193,20,1,Cowrie,global
A2194,20,1,Cowrie,global
A2195,20,1,Cowrie,global
A2196,20,1,Cowrie,global
A2197,20,1,Cowrie,global
A2198,20,1,Cowrie,global
A2199,20,1,Cowrie,global
A2200,20,1,Cowrie,global
A2201,20,1,Cowrie,global
A2202,20,1,Cowrie,global
A2203,20,1,Cowrie,global
A2204,20,1,Cowrie,global
A2205,20,1,Cowrie,global
A2206,20,1,Cowrie,global
A2207,20,1,Cowrie,global
A2208,20,1,Cowrie,global
A2209,20,1,Cowrie,global
A2210,20,1,Cowrie,global
A2211,20,1,Cowrie,global
A2212,20,1,Cowrie,global
A2213,20,1,Cowrie,global
A2214,20,1,Cowrie,global
A2215,20,1,Cowrie,global
A2216,20,1,Cowrie,global
A2217,20,1,Cowrie,global
A2218,20,1,Cowrie,global
A2219,20,1,Cowrie,global
A2220,20,1,Cowrie,global
A2221,20,1,Cowrie,global
A2222,20,1,Cowrie,global
A2223,20,1,Cowrie,global
A2224,20,1,Cowrie,global
A2225,20,1,Cowrie,global
A2226,20,1,Cowrie,global
A2227,20,1,Cowrie,global
A2228,20,1,Cowrie,global
A2229,20,1,Cowrie,global
A2230,20,1,Cowrie,global
A2231,20,1,Cowrie,global
A2232,20,1,Cowrie,global
A2233,20,1,Cowrie,global
A2234,20,1,Cowrie,global
A2235,20,1,Cowrie,global
A2236,20,1,Cowrie,global
A2237,19,1,Cowrie,global
A2238,19,1,Cowrie,global
A2239,19,1,Cowrie,global
A2240,19,1,Cowrie,global
A2241,19,1,Cowrie,global
A2242,19,1,Cowrie,global
A2243,19,1,Cowrie,global
A2244,19,1,Cowrie,global
A2245,19,1,Cowrie,global
A2246,19,1,Cowrie,global
A2247,19,1,Cowrie,global
A2248,19,1,Cowrie,global
A2249,19,1,Cowrie,global
A2250,19,1,Cowrie,global
A2251,19,1,Cowrie,global
A2252,19,1,Cowrie,global
A2253,19,1,Cowrie,global
A2254,19,1,Cowrie,global
A2255,19,1,Cowrie,global
A2256,19,1,Cowrie,global
A2257,19,1,Cowrie,global
A2258,19,1,Cowrie,global
A2259,19,1,Cowrie,global
A2260,19,1,Cowrie,global
A2261,19,1,Cowrie,global
A2262,19,1,Cowrie,global
A2263,19,1,Cowrie,global
A2264,19,1,Cowrie,global
A2265,19,1,Cowrie,global
A2266,19,1,Cowrie,global
A2267,19,1,Cowrie,global
A2268,19,1,Cowrie,global
A2269,19,1,Cowrie,global
A2270,19,1,Cowrie,global
A2271,19,1,Cowrie,global
A2272,19,1,Cowrie,global
A2273,19,1,Cowrie,global
A2274,19,1,Cowrie,global
A2275,19,1,Cowrie,global
A2276,19,1,Cowrie,global
A2277,19,1,Cowrie,global
A2278,19,1,Cowrie,global
A2279,19,1,Cowrie,global
A2280,19,1,Cowrie,global
A2281,19,1,Cowrie,global
A2282,19,1,Cowrie,global
A2283,19,1,Cowrie,global
A2284,19,1,Cowrie,global
A2285,19,1,Cowrie,global
A2286,19,1,Cowrie,global
A2287,18,1,Cowrie,global
A2288,18,1,Cowrie,global
A2289,18,1,Cowrie,global
A2290,18,1,Cowrie,global
A2291,18,1,Cowrie,global
A2292,18,1,Cowrie,global
A2293,18,1,Cowrie,global
A2294,18,1,Cowrie,global
A2295,18,1,Cowrie,global
A2296,18,1,Cowrie,global
A2297,18,1,Cowrie,global
A2298,18,1,Cowrie,global
A2299,18,1,Cowrie,global
A2300,18,1,Cowrie,global
A2301,18,1,Cowrie,global
A2302,18,1,Cowrie,global
A2303,18,1,Cowrie,global
A2304,18,1,Cowrie,global
A2305,18,1,Cowrie,global
A2306,18,1,Cowrie,global
A2307,18,1,Cowrie,global
A2308,18,2,Conpot Cowrie,global
A2309,18,1,Cowrie,global
A2310,18,1,Cowrie,global
A2311,18,1,Cowrie,global
A2312,18,1,Cowrie,global
A2313,18,1,Cowrie,global
A2314,17,1,Cowrie,global
A2315,17,1,Cowrie,global
A2316,17,1,Cowrie,global
A2317,17,1,Cowrie,global
A2318,17,1,Cowrie,global
A2319,17,1,Cowrie,global
A2320,17,1,Cowrie,global
A2321,17,1,Cowrie,global
A2322,17,1,Cowrie,global
A2323,17,1,Cowrie,global
A2324,17,1,Cowrie,global
A2325,17,1,Cowrie,global
A2326,17,1,Cowrie,global
A2327,17,1,Cowrie,global
A2328,17,1,Cowrie,global
A2329,17,1,Cowrie,global
A2330,17,1,Cowrie,global
A2331,17,1,Cowrie,global
A2332,17,1,Cowrie,global
A2333,17,1,Cowrie,global
A2334,17,1,Cowrie,global
A2335,17,1,Cowrie,global
A2336,17,1,Cowrie,global
A2337,17,1,Cowrie,global
A2338,17,1,Cowrie,global
A2339,17,1,Cowrie,global
A2340,17,1,Cowrie,global
A2341,17,1,Cowrie,global
A2342,17,1,Cowrie,global
A2343,17,1,Cowrie,global
A2344,17,1,Cowrie,global
A2345,17,1,Cowrie,global
A2346,17,1,Cowrie,global
A2347,17,1,Cowrie,global
A2348,17,1,Cowrie,global
A2349,17,1,Cowrie,global
A2350,17,1,Cowrie,global
A2351,17,1,Cowrie,global
A2352,17,1,Cowrie,global
A2353,17,1,Cowrie,global
A2354,17,1,Cowrie,global
A2355,17,1,Cowrie,global
A2356,17,1,Cowrie,global
A2357,17,1,Cowrie,global
A2358,17,1,Cowrie,global
A2359,17,1,Cowrie,global
A2360,17,1,Cowrie,global
A2361,17,1,Cowrie,global
A2362,17,1,Cowrie,global
A2363,17,1,Cowrie,global
A2364,16,1,Cowrie,global
A2365,16,1,Cowrie,global
A2366,16,1,Cowrie,global
A2367,16,1,Cowrie,global
A2368,16,1,Cowrie,global
A2369,16,1,Cowrie,global
A2370,16,1,Cowrie,global
A2371,16,1,Cowrie,global
A2372,16,1,Cowrie,global
A2373,16,1,Cowrie,global
A2374,16,1,Cowrie,global
A2375,16,1,Cowrie,global
A2376,16,1,Cowrie,global
A2377,16,1,Cowrie,global
A2378,16,1,Cowrie,global
A2379,16,1,Cowrie,global
A2380,16,1,Cowrie,global
A2381,16,1,Cowrie,global
A2382,16,1,Cowrie,global
A2383,16,1,Cowrie,global
A2384,16,1,Cowrie,global
A2385,16,1,Cowrie,global
A2386,16,2,Conpot Cowrie,global
A2387,16,1,Cowrie,global
A2388,16,1,Cowrie,global
A2389,16,1,Cowrie,global
A2390,16,1,Cowrie,global
A2391,16,1,Cowrie,global
A2392,16,1,Cowrie,global
A2393,16,1,Cowrie,global
A2394,16,1,Cowrie,global
A2395,16,1,Cowrie,global
A2396,16,1,Cowrie,global
A2397,15,1,Cowrie,global
A2398,15,1,Cowrie,global
A2399,15,1,Cowrie,global
A2400,15,1,Cowrie,global
A2401,15,1,Cowrie,global
A2402,15,1,Cowrie,global
A2403,15,1,Cowrie,global
A2404,15,1,Cowrie,global
A2405,15,1,Cowrie,global
A2406,15,1,Cowrie,global
A2407,15,1,Cowrie,global
A2408,15,1,Cowrie,global
A2409,15,1,Cowrie,global
A2410,15,1,Cowrie,global
A2411,15,1,Cowrie,global
A2412,15,1,Cowrie,global
A2413,15,1,Cowrie,global
A2414,15,1,Cowrie,global
A2415,15,1,Cowrie,global
A2416,15,1,Cowrie,global
A2417,15,1,Cowrie,global
A2418,15,1,Cowrie,global
A2419,15,1,Cowrie,global
A2420,15,1,Cowrie,global
A2421,15,1,Cowrie,global
A2422,15,1,Cowrie,global
A2423,15,1,Cowrie,global
A2424,15,1,Cowrie,global
A2425,15,1,Cowrie,global
A2426,15,1,Cowrie,global
A2427,15,1,Cowrie,global
A2428,15,1,Cowrie,global
A2429,15,1,Cowrie,global
A2430,15,1,Cowrie,global
A2431,15,1,Cowrie,global
A2432,15,1,Cowrie,global
A2433,15,1,Cowrie,global
A2434,15,1,Cowrie,global
A2435,15,1,Cowrie,global
A2436,15,1,Cowrie,global
A2437,15,1,Cowrie,global
A2438,15,1,Cowrie,global
A2439,15,1,Cowrie,global
A2440,15,1,Cowrie,global
A2441,15,1,Cowrie,global
A2442,15,1,Cowrie,global
A2443,15,1,Cowrie,global
A2444,15,1,Cowrie,global
A2445,15,1,Cowrie,global
A2446,15,1,Cowrie,global
A2447,15,1,Cowrie,global
A2448,15,1,Cowrie,global
A2449,15,1,Cowrie,global
A2450,15,1,Cowrie,global
A2451,15,1,Cowrie,global
A2452,15,1,Cowrie,global
A2453,15,1,Cowrie,global
A2454,15,1,Cowrie,global
A2455,15,2,Conpot Cowrie,global
A2456,15,1,Cowrie,global
A2457,15,1,Cowrie,global
A2458,15,1,Cowrie,global
A2459,15,1,Cowrie,global
A2460,15,1,Cowrie,global
A2461,15,1,Cowrie,global
A2462,15,1,Cowrie,global
A2463,15,1,Cowrie,global
A2464,15,1,Cowrie,global
A2465,15,1,Cowrie,global
A2466,15,1,Cowrie,global
A2467,15,1,Cowrie,global
A2468,15,1,Cowrie,global
A2469,15,2,Conpot Cowrie,global
A2470,15,1,Cowrie,global
A2471,15,1,Cowrie,global
A2472,15,1,Cowrie,global
A2473,15,1,Cowrie,global
A2474,15,1,Cowrie,global
A2475,15,1,Cowrie,global
A2476,15,1,Cowrie,global
A2477,15,1,Cowrie,global
A2478,15,1,Cowrie,global
A2479,15,1,Cowrie,global
A2480,15,1,Cowrie,global
A2481,15,1,Cowrie,global
A2482,15,1,Cowrie,global
A2483,15,1,Cowrie,global
A2484,15,1,Cowrie,global
A2485,15,1,Cowrie,global
A2486,15,1,Cowrie,global
A2487,15,1,Cowrie,global
A2488,15,1,Cowrie,global
A2489,15,1,Cowrie,global
A2490,15,1,Cowrie,global
A2491,15,1,Cowrie,global
A2492,15,1,Cowrie,global
A2493,15,1,Cowrie,global
A2494,15,1,Cowrie,global
A2495,15,1,Cowrie,global
A2496,15,1,Cowrie,global
A2497,15,1,Cowrie,global
A2498,15,1,Cowrie,global
A2499,15,1,Cowrie,global
A2500,15,1,Cowrie,global
A2501,15,1,Cowrie,global
A2502,15,1,Cowrie,global
A2503,15,1,Cowrie,global
A2504,15,1,Cowrie,global
A2505,15,1,Cowrie,global
A2506,15,1,Cowrie,global
A2507,15,1,Cowrie,global
A2508,15,1,Cowrie,global
A2509,15,1,Cowrie,global
A2510,15,1,Cowrie,global
A2511,15,1,Cowrie,global
A2512,15,1,Cowrie,global
A2513,15,1,Cowrie,global
A2514,15,1,Cowrie,global
A2515,15,1,Cowrie,global
A2516,15,1,Cowrie,global
A2517,15,2,Conpot Cowrie,global
A2518,15,1,Cowrie,global
A2519,15,1,Cowrie,global
A2520,15,1,Cowrie,global
A2521,15,1,Cowrie,global
A2522,15,1,Cowrie,global
A2523,15,1,Cowrie,global
A2524,15,1,Cowrie,global
A2525,15,1,Cowrie,global
A2526,15,1,Cowrie,global
A2527,15,1,Cowrie,global
A2528,15,1,Cowrie,global
A2529,15,1,Cowrie,global
A2530,15,1,Cowrie,global
A2531,15,1,Cowrie,global
A2532,15,1,Cowrie,global
A2533,15,1,Cowrie,global
A2534,15,1,Cowrie,global
A2535,15,1,Cowrie,global
A2536,15,1,Cowrie,global
A2537,15,1,Cowrie,global
A2538,15,1,Cowrie,global
A2539,15,1,Cowrie,global
A2540,15,1,Cowrie,global
A2541,15,1,Cowrie,global
A2542,15,1,Cowrie,global
A2543,15,1,Cowrie,global
A2544,15,1,Cowrie,global
A2545,15,1,Cowrie,global
A2546,15,1,Cowrie,global
A2547,15,1,Cowrie,global
A2548,15,1,Cowrie,global
A2549,15,1,Cowrie,global
A2550,15,1,Cowrie,global
A2551,15,1,Cowrie,global
A2552,15,1,Cowrie,global
A2553,15,1,Cowrie,global
A2554,15,1,Cowrie,global
A2555,15,1,Cowrie,global
A2556,15,1,Cowrie,global
A2557,15,1,Cowrie,global
A2558,14,1,Cowrie,global
A2559,14,1,Cowrie,global
A2560,14,1,Cowrie,global
A2561,14,1,Cowrie,global
A2562,14,1,Cowrie,global
A2563,14,1,Cowrie,global
A2564,14,1,Cowrie,global
A2565,14,1,Cowrie,global
A2566,14,1,Cowrie,global
A2567,14,1,Conpot,global
A2568,14,1,Cowrie,global
A2569,14,1,Cowrie,global
A2570,14,1,Cowrie,global
A2571,14,1,Cowrie,global
A2572,14,1,Cowrie,global
A2573,14,1,Cowrie,global
A2574,14,1,Cowrie,global
A2575,14,1,Cowrie,global
A2576,14,1,Cowrie,global
A2577,14,1,Cowrie,global
A2578,14,1,Cowrie,global
A2579,14,1,Cowrie,global
A2580,14,1,Cowrie,global
A2581,14,1,Cowrie,global
A2582,14,1,Cowrie,global
A2583,14,1,Cowrie,global
A2584,14,1,Cowrie,global
A2585,14,1,Cowrie,global
A2586,14,1,Cowrie,global
A2587,14,1,Cowrie,global
A2588,14,1,Cowrie,global
A2589,14,1,Cowrie,global
A2590,14,1,Cowrie,global
A2591,14,1,Cowrie,global
A2592,14,1,Cowrie,global
A2593,14,1,Cowrie,global
A2594,14,1,Cowrie,global
A2595,14,1,Cowrie,global
A2596,14,1,Cowrie,global
A2597,14,1,Cowrie,global
A2598,14,1,Cowrie,global
A2599,14,1,Cowrie,global
A2600,14,1,Cowrie,global
A2601,14,1,Cowrie,global
A2602,14,1,Cowrie,global
A2603,14,1,Cowrie,global
